Year,RSCI,Player 
http://www.draftexpress.com/RSCI/2002/,8,"						Paul Davis
						"
http://www.draftexpress.com/RSCI/2002/,9,"						Shelden Williams
						"
http://www.draftexpress.com/RSCI/2002/,10,"						Sean May
						"
http://www.draftexpress.com/RSCI/2002/,11,"						DeAngelo Collins
						"
http://www.draftexpress.com/RSCI/2002/,12,"						J.J. Redick
						"
http://www.draftexpress.com/RSCI/2002/,13,"						Bracey Wright
						"
http://www.draftexpress.com/RSCI/2002/,14,"						Evan Burns
						"
http://www.draftexpress.com/RSCI/2002/,15,"						Shavlik Randolph
						"
http://www.draftexpress.com/RSCI/2002/,16,"						Torin Francis
						"
http://www.draftexpress.com/RSCI/2002/,17,"						Daniel Horton
						"
http://www.draftexpress.com/RSCI/2002/,18,"						Anthony Roberson
						"
http://www.draftexpress.com/RSCI/2002/,19,"						Chris Rodgers
						"
http://www.draftexpress.com/RSCI/2002/,20,"						Antoine Wright
						"
http://www.draftexpress.com/RSCI/2002/,21,"						Dee Brown
						"
http://www.draftexpress.com/RSCI/2002/,22,"						Hassan Adams
						"
http://www.draftexpress.com/RSCI/2002/,23,"						Sean Dockery
						"
http://www.draftexpress.com/RSCI/2002/,24,"						Brad Buckman
						"
http://www.draftexpress.com/RSCI/2002/,25,"						Sani Ibrahim
						"
http://www.draftexpress.com/RSCI/2002/,26,"						Rashad Anderson
						"
http://www.draftexpress.com/RSCI/2002/,27,"						Bryan Hopkins
						"
http://www.draftexpress.com/RSCI/2002/,28,"						Andre Iguodala
						"
http://www.draftexpress.com/RSCI/2002/,29,"						Elijah Ingram
						"
http://www.draftexpress.com/RSCI/2002/,30,"						Jarrett Jack
						"
http://www.draftexpress.com/RSCI/2002/,31,"						Travis Garrison
						"
http://www.draftexpress.com/RSCI/2002/,32,"						Michael Thompson
						"
http://www.draftexpress.com/RSCI/2002/,33,"						Kevin Bookout
						"
http://www.draftexpress.com/RSCI/2002/,33,"						Kelenna Azubuike
						"
http://www.draftexpress.com/RSCI/2002/,35,"						Kennedy Winston
						"
http://www.draftexpress.com/RSCI/2002/,36,"						Denham Brown
						"
http://www.draftexpress.com/RSCI/2002/,37,"						Jimmy McKinney
						"
http://www.draftexpress.com/RSCI/2002/,38,"						Eric Williams
						"
http://www.draftexpress.com/RSCI/2002/,39,"						Mario Boggan
						"
http://www.draftexpress.com/RSCI/2002/,40,"						Gerry McNamara
						"
http://www.draftexpress.com/RSCI/2002/,41,"						Allan Ray
						"
http://www.draftexpress.com/RSCI/2002/,42,"						Matt Walsh
						"
http://www.draftexpress.com/RSCI/2002/,43,"						Alexander Johnson
						"
http://www.draftexpress.com/RSCI/2002/,44,"						Curtis Sumpter
						"
http://www.draftexpress.com/RSCI/2002/,45,"						John Gilchrist
						"
http://www.draftexpress.com/RSCI/2002/,46,"						Antonio Lawrence
						"
http://www.draftexpress.com/RSCI/2002/,47,"						Brandon Roy
						"
http://www.draftexpress.com/RSCI/2002/,48,"						De'Angelo Alexander
						"
http://www.draftexpress.com/RSCI/2002/,49,"						Deron Williams
						"
http://www.draftexpress.com/RSCI/2002/,50,"						Lester Abram
						"
http://www.draftexpress.com/RSCI/2002/,51,"						Greg Brunner
						"
http://www.draftexpress.com/RSCI/2002/,52,"						Ike Diogu
						"
http://www.draftexpress.com/RSCI/2002/,53,"						Matt Trannon
						"
http://www.draftexpress.com/RSCI/2002/,54,"						Marshall Strickland
						"
http://www.draftexpress.com/RSCI/2002/,55,"						Keith Butler
						"
http://www.draftexpress.com/RSCI/2002/,56,"						Maurice Ager
						"
http://www.draftexpress.com/RSCI/2002/,57,"						Eric Hicks
						"
http://www.draftexpress.com/RSCI/2002/,58,"						Randy Foye
						"
http://www.draftexpress.com/RSCI/2002/,59,"						Steve Novak
						"
http://www.draftexpress.com/RSCI/2002/,60,"						Derrick Byars
						"
http://www.draftexpress.com/RSCI/2002/,61,"						Jeff Horner
						"
http://www.draftexpress.com/RSCI/2002/,62,"						Francisco Garcia
						"
http://www.draftexpress.com/RSCI/2002/,63,"						Chris McCray
						"
http://www.draftexpress.com/RSCI/2002/,64,"						Justin Gray
						"
http://www.draftexpress.com/RSCI/2002/,65,"						Julius Lamptey
						"
http://www.draftexpress.com/RSCI/2002/,66,"						Robert Hite
						"
http://www.draftexpress.com/RSCI/2002/,67,"						Taquan Dean
						"
http://www.draftexpress.com/RSCI/2006/,33,"						DeShawn Sims
						"
http://www.draftexpress.com/RSCI/2006/,34,"						Ramar Smith
						"
http://www.draftexpress.com/RSCI/2006/,35,"						Raymar Morgan
						"
http://www.draftexpress.com/RSCI/2006/,36,"						Obi Muonelo
						"
http://www.draftexpress.com/RSCI/2006/,37,"						Jerome Dyson
						"
http://www.draftexpress.com/RSCI/2006/,38,"						Scottie Reynolds
						"
http://www.draftexpress.com/RSCI/2006/,39,"						James Keefe
						"
http://www.draftexpress.com/RSCI/2006/,40,"						Alex Stepheson
						"
http://www.draftexpress.com/RSCI/2006/,41,"						Taj Gibson
						"
http://www.draftexpress.com/RSCI/2006/,42,"						Willie Kemp
						"
http://www.draftexpress.com/RSCI/2006/,43,"						Michael Washington
						"
http://www.draftexpress.com/RSCI/2006/,44,"						Jason Bennett
						"
http://www.draftexpress.com/RSCI/2006/,45,"						Deon Thompson
						"
http://www.draftexpress.com/RSCI/2006/,46,"						Mike Jones
						"
http://www.draftexpress.com/RSCI/2006/,46,"						Tyler Smith
						"
http://www.draftexpress.com/RSCI/2006/,48,"						Jerry Smith
						"
http://www.draftexpress.com/RSCI/2006/,49,"						Patrick Christopher
						"
http://www.draftexpress.com/RSCI/2006/,49,"						Tom Herzog
						"
http://www.draftexpress.com/RSCI/2006/,51,"						Brian Carlwell
						"
http://www.draftexpress.com/RSCI/2006/,52,"						Jamie Skeen
						"
http://www.draftexpress.com/RSCI/2006/,53,"						Jon Kreft
						"
http://www.draftexpress.com/RSCI/2006/,54,"						Derrick Jasper
						"
http://www.draftexpress.com/RSCI/2006/,55,"						Wayne Chism
						"
http://www.draftexpress.com/RSCI/2006/,56,"						Doug Wiggins
						"
http://www.draftexpress.com/RSCI/2006/,56,"						Edgar Sosa
						"
http://www.draftexpress.com/RSCI/2006/,58,"						Perry Stevenson
						"
http://www.draftexpress.com/RSCI/2006/,58,"						Jodie Meeks
						"
http://www.draftexpress.com/RSCI/2006/,60,"						Anthony Gurley
						"
http://www.draftexpress.com/RSCI/2006/,61,"						Marreese Speights
						"
http://www.draftexpress.com/RSCI/2006/,62,"						Jason Bohannon
						"
http://www.draftexpress.com/RSCI/2006/,63,"						Bryan Davis
						"
http://www.draftexpress.com/RSCI/2006/,64,"						Hasheem Thabeet
						"
http://www.draftexpress.com/RSCI/2006/,65,"						Matt Bouldin
						"
http://www.draftexpress.com/RSCI/2006/,66,"						Eugene Harvey
						"
http://www.draftexpress.com/RSCI/2006/,67,"						Jamil Tucker
						"
http://www.draftexpress.com/RSCI/2006/,68,"						Isaiah Dahlman
						"
http://www.draftexpress.com/RSCI/2006/,68,"						Keith Clark
						"
http://www.draftexpress.com/RSCI/2006/,70,"						Tweety Carter
						"
http://www.draftexpress.com/RSCI/2006/,71,"						Nigel Munson
						"
http://www.draftexpress.com/RSCI/2006/,72,"						Phil Nelson
						"
http://www.draftexpress.com/RSCI/1999/,2,"						Keith Bogans
						"
http://www.draftexpress.com/RSCI/1999/,3,"						Dermarr Johnson
						"
http://www.draftexpress.com/RSCI/1999/,4,"						Jay Williams
						"
http://www.draftexpress.com/RSCI/1999/,5,"						Joseph Forte
						"
http://www.draftexpress.com/RSCI/1999/,6,"						Marvin Stone
						"
http://www.draftexpress.com/RSCI/1999/,7,"						LaVell Blanchard
						"
http://www.draftexpress.com/RSCI/1999/,8,"						Brett Nelson
						"
http://www.draftexpress.com/RSCI/1999/,9,"						Carlos Boozer
						"
http://www.draftexpress.com/RSCI/1999/,9,"						Jonathan Bender
						"
http://www.draftexpress.com/RSCI/1999/,11,"						Jason Kapono
						"
http://www.draftexpress.com/RSCI/1999/,12,"						Damien Wilkins
						"
http://www.draftexpress.com/RSCI/1999/,13,"						Leon Smith
						"
http://www.draftexpress.com/RSCI/1999/,14,"						Kenny Satterfield
						"
http://www.draftexpress.com/RSCI/1999/,15,"						Jason Richardson
						"
http://www.draftexpress.com/RSCI/1999/,16,"						Jason Parker
						"
http://www.draftexpress.com/RSCI/1999/,17,"						Casey Sanders
						"
http://www.draftexpress.com/RSCI/1999/,18,"						Jason Gardner
						"
http://www.draftexpress.com/RSCI/1999/,18,"						Casey Jacobsen
						"
http://www.draftexpress.com/RSCI/1999/,20,"						Brian Cook
						"
http://www.draftexpress.com/RSCI/1999/,21,"						Tony Robertson
						"
http://www.draftexpress.com/RSCI/1999/,22,"						Drew Gooden
						"
http://www.draftexpress.com/RSCI/1999/,23,"						Nick Collison
						"
http://www.draftexpress.com/RSCI/1999/,24,"						Majestic Mapp
						"
http://www.draftexpress.com/RSCI/1999/,25,"						Kevin Gaines
						"
http://www.draftexpress.com/RSCI/1999/,26,"						Joe Johnson
						"
http://www.draftexpress.com/RSCI/1999/,27,"						Mike Dunleavy
						"
http://www.draftexpress.com/RSCI/1999/,28,"						Rod Grizzard
						"
http://www.draftexpress.com/RSCI/1999/,29,"						Travis Watson
						"
http://www.draftexpress.com/RSCI/1999/,30,"						Samuel Dalembert
						"
http://www.draftexpress.com/RSCI/1999/,31,"						George Williams
						"
http://www.draftexpress.com/RSCI/1999/,31,"						Donnell Knight
						"
http://www.draftexpress.com/RSCI/1999/,33,"						Marshall Williams
						"
http://www.draftexpress.com/RSCI/1999/,34,"						Kareem Rush
						"
http://www.draftexpress.com/RSCI/1999/,35,"						Chuck Eidson
						"
http://www.draftexpress.com/RSCI/1999/,36,"						Steven Hunter
						"
http://www.draftexpress.com/RSCI/1999/,37,"						Roger Mason Jr
						"
http://www.draftexpress.com/RSCI/1999/,38,"						Matt Bonner
						"
http://www.draftexpress.com/RSCI/1999/,39,"						Jamal Crawford
						"
http://www.draftexpress.com/RSCI/1999/,40,"						Reece Gaines
						"
http://www.draftexpress.com/RSCI/1999/,41,"						Matt Carroll
						"
http://www.draftexpress.com/RSCI/1999/,42,"						Todd Billet
						"
http://www.draftexpress.com/RSCI/1999/,43,"						Tito Maddox
						"
http://www.draftexpress.com/RSCI/1999/,44,"						Derrick Payne
						"
http://www.draftexpress.com/RSCI/1999/,45,"						Antonio Falu
						"
http://www.draftexpress.com/RSCI/1998/,70,"						Schea Cotton
						"
http://www.draftexpress.com/RSCI/1998/,71,"						Louis Truscott
						"
http://www.draftexpress.com/RSCI/1998/,72,"						Craig Dawson
						"
http://www.draftexpress.com/RSCI/1998/,73,"						Luke Walton
						"
http://www.draftexpress.com/RSCI/1998/,74,"						Desmond Herod
						"
http://www.draftexpress.com/RSCI/1998/,74,"						Udonis Haslem
						"
http://www.draftexpress.com/RSCI/1998/,76,"						Scott Clark
						"
http://www.draftexpress.com/RSCI/1998/,77,"						Antwan Scott
						"
http://www.draftexpress.com/RSCI/1998/,78,"						J.R. VanHoose
						"
http://www.draftexpress.com/RSCI/1998/,79,"						David Hamilton
						"
http://www.draftexpress.com/RSCI/1998/,80,"						Lonny Baxter
						"
http://www.draftexpress.com/RSCI/1998/,81,"						Kueth Duany
						"
http://www.draftexpress.com/RSCI/1998/,82,"						Traves Wilson
						"
http://www.draftexpress.com/RSCI/1998/,82,"						John Salmons
						"
http://www.draftexpress.com/RSCI/1998/,82,"						Steve Bynes
						"
http://www.draftexpress.com/RSCI/1998/,85,"						Ajou Deng
						"
http://www.draftexpress.com/RSCI/1998/,86,"						Tyrus Boswell
						"
http://www.draftexpress.com/RSCI/1998/,87,"						Chris Jefferies
						"
http://www.draftexpress.com/RSCI/1998/,88,"						Marqus Ledoux
						"
http://www.draftexpress.com/RSCI/1998/,88,"						David Graves
						"
http://www.draftexpress.com/RSCI/1998/,90,"						Damon Hancock
						"
http://www.draftexpress.com/RSCI/1998/,91,"						Dahntay Jones
						"
http://www.draftexpress.com/RSCI/1998/,92,"						Dennis Gates
						"
http://www.draftexpress.com/RSCI/1998/,93,"						Mack McGadney
						"
http://www.draftexpress.com/RSCI/1998/,94,"						Jermaine Williams
						"
http://www.draftexpress.com/RSCI/1998/,95,"						Kyle Hornsby
						"
http://www.draftexpress.com/RSCI/1998/,96,"						Donte Smith
						"
http://www.draftexpress.com/RSCI/1998/,97,"						Dennis Nathan
						"
http://www.draftexpress.com/RSCI/1998/,98,"						Sam Haginas
						"
http://www.draftexpress.com/RSCI/1998/,98,"						Aaron Matthews
						"
http://www.draftexpress.com/RSCI/1998/,100,"						Brian Brown
						"
http://www.draftexpress.com/RSCI/1998/,101,"						Harold Swanagan
						"
http://www.draftexpress.com/RSCI/1998/,102,"						Vohn Hunter
						"
http://www.draftexpress.com/RSCI/1998/,103,"						Jermaine Clark
						"
http://www.draftexpress.com/RSCI/1998/,104,"						Michael Wilder
						"
http://www.draftexpress.com/RSCI/1998/,104,"						Issac Kincaid
						"
http://www.draftexpress.com/RSCI/1998/,104,"						Carlton Carter
						"
http://www.draftexpress.com/RSCI/1998/,107,"						Immanuel McElroy
						"
http://www.draftexpress.com/RSCI/1998/,108,"						Antonio Gates
						"
http://www.draftexpress.com/RSCI/1998/,109,"						Janerio Spurlock
						"
http://www.draftexpress.com/RSCI/1998/,109,"						Donald Little
						"
http://www.draftexpress.com/RSCI/2009/,2,"						John Wall
						"
http://www.draftexpress.com/RSCI/2009/,3,"						DeMarcus Cousins
						"
http://www.draftexpress.com/RSCI/2009/,4,"						John Henson
						"
http://www.draftexpress.com/RSCI/2009/,5,"						Avery Bradley
						"
http://www.draftexpress.com/RSCI/2009/,6,"						Xavier Henry
						"
http://www.draftexpress.com/RSCI/2009/,7,"						Lance Stephenson
						"
http://www.draftexpress.com/RSCI/2009/,8,"						Kenny Boynton
						"
http://www.draftexpress.com/RSCI/2009/,8,"						Renardo Sidney
						"
http://www.draftexpress.com/RSCI/2009/,10,"						Abdul Gaddy
						"
http://www.draftexpress.com/RSCI/2009/,11,"						Ryan Kelly
						"
http://www.draftexpress.com/RSCI/2009/,12,"						Tiny Gallon
						"
http://www.draftexpress.com/RSCI/2009/,13,"						Dante Taylor
						"
http://www.draftexpress.com/RSCI/2009/,14,"						Wally Judge
						"
http://www.draftexpress.com/RSCI/2009/,15,"						Alex Oriakhi
						"
http://www.draftexpress.com/RSCI/2009/,16,"						Daniel Orton
						"
http://www.draftexpress.com/RSCI/2009/,17,"						Dominic Cheek
						"
http://www.draftexpress.com/RSCI/2009/,18,"						Mason Plumlee
						"
http://www.draftexpress.com/RSCI/2009/,19,"						Michael Snaer
						"
http://www.draftexpress.com/RSCI/2009/,20,"						Milton Jennings
						"
http://www.draftexpress.com/RSCI/2009/,21,"						Maalik Wayns
						"
http://www.draftexpress.com/RSCI/2009/,22,"						Dexter Strickland
						"
http://www.draftexpress.com/RSCI/2009/,23,"						Mouphtaou Yarou
						"
http://www.draftexpress.com/RSCI/2009/,24,"						Elijah Johnson
						"
http://www.draftexpress.com/RSCI/2009/,25,"						Thomas Robinson
						"
http://www.draftexpress.com/RSCI/2009/,26,"						Durand Scott
						"
http://www.draftexpress.com/RSCI/2009/,27,"						Royce White
						"
http://www.draftexpress.com/RSCI/2009/,28,"						Tommy Mason-Griffin
						"
http://www.draftexpress.com/RSCI/2009/,29,"						John Jenkins
						"
http://www.draftexpress.com/RSCI/2009/,30,"						Jordan Hamilton
						"
http://www.draftexpress.com/RSCI/2009/,31,"						Peyton Siva
						"
http://www.draftexpress.com/RSCI/2009/,31,"						Mfon Udofia
						"
http://www.draftexpress.com/RSCI/2009/,33,"						D.J. Richardson
						"
http://www.draftexpress.com/RSCI/2009/,34,"						Tyler Honeycutt
						"
http://www.draftexpress.com/RSCI/2009/,35,"						Aaric Murray
						"
http://www.draftexpress.com/RSCI/2009/,36,"						David Wear
						"
http://www.draftexpress.com/RSCI/2009/,37,"						Travis Wear
						"
http://www.draftexpress.com/RSCI/2009/,38,"						Christian Watford
						"
http://www.draftexpress.com/RSCI/2009/,39,"						Noel Johnson
						"
http://www.draftexpress.com/RSCI/2009/,40,"						Jamil Wilson
						"
http://www.draftexpress.com/RSCI/2009/,41,"						Jamal Coombs-McDaniel
						"
http://www.draftexpress.com/RSCI/2009/,42,"						Erik Murphy
						"
http://www.draftexpress.com/RSCI/2009/,43,"						Rodney Williams
						"
http://www.draftexpress.com/RSCI/2009/,44,"						Ari Stewart
						"
http://www.draftexpress.com/RSCI/2009/,45,"						Nolan Dennis
						"
http://www.draftexpress.com/RSCI/2009/,45,"						Lorenzo Brown
						"
http://www.draftexpress.com/RSCI/2007/,79,"						Dominique Sutton
						"
http://www.draftexpress.com/RSCI/2007/,80,"						Beas Hamga
						"
http://www.draftexpress.com/RSCI/2007/,81,"						Justin Burrell
						"
http://www.draftexpress.com/RSCI/2007/,81,"						Jeremy Price
						"
http://www.draftexpress.com/RSCI/2007/,83,"						Clint Chapman
						"
http://www.draftexpress.com/RSCI/2007/,84,"						Jeff Allen
						"
http://www.draftexpress.com/RSCI/2007/,85,"						George Goode
						"
http://www.draftexpress.com/RSCI/2007/,86,"						Jeff Brooks
						"
http://www.draftexpress.com/RSCI/2007/,87,"						Ravern Johnson
						"
http://www.draftexpress.com/RSCI/2007/,88,"						Maurice Miller
						"
http://www.draftexpress.com/RSCI/2007/,89,"						Jon Leuer
						"
http://www.draftexpress.com/RSCI/2007/,90,"						Brad Wanamaker
						"
http://www.draftexpress.com/RSCI/2007/,91,"						Eli Holman
						"
http://www.draftexpress.com/RSCI/2007/,92,"						Trevor Mbakwe
						"
http://www.draftexpress.com/RSCI/2007/,93,"						Markieff Morris
						"
http://www.draftexpress.com/RSCI/2007/,94,"						Brandon McGee
						"
http://www.draftexpress.com/RSCI/2007/,95,"						Martavius Adams
						"
http://www.draftexpress.com/RSCI/2007/,96,"						Darnell Gant
						"
http://www.draftexpress.com/RSCI/2007/,97,"						Mike Holmes
						"
http://www.draftexpress.com/RSCI/2007/,98,"						Mamadou Diarra
						"
http://www.draftexpress.com/RSCI/2007/,99,"						Tyrone Shelley
						"
http://www.draftexpress.com/RSCI/2007/,100,"						Leonard Washington
						"
http://www.draftexpress.com/RSCI/2007/,101,"						Steven Gray
						"
http://www.draftexpress.com/RSCI/2007/,102,"						Sam Muldrow
						"
http://www.draftexpress.com/RSCI/2007/,102,"						Eshaunte Jones
						"
http://www.draftexpress.com/RSCI/2007/,102,"						Talor Battle
						"
http://www.draftexpress.com/RSCI/2007/,105,"						Courtney Fortson
						"
http://www.draftexpress.com/RSCI/2007/,105,"						Darnell Dodson
						"
http://www.draftexpress.com/RSCI/2007/,107,"						Omondi Amoke
						"
http://www.draftexpress.com/RSCI/2003/,105,"						Adam Morrison
						"
http://www.draftexpress.com/RSCI/2003/,106,"						Warren Carter
						"
http://www.draftexpress.com/RSCI/2003/,106,"						Will Bowers
						"
http://www.draftexpress.com/RSCI/2003/,106,"						Quincy Douby
						"
http://www.draftexpress.com/RSCI/2003/,109,"						Tyler Relph
						"
http://www.draftexpress.com/RSCI/2003/,110,"						Lee Humphrey
						"
http://www.draftexpress.com/RSCI/2003/,111,"						Tyler Smith
						"
http://www.draftexpress.com/RSCI/2003/,112,"						Tyrone Nelson
						"
http://www.draftexpress.com/RSCI/2003/,113,"						Justin Hawkins
						"
http://www.draftexpress.com/RSCI/2003/,114,"						Justin Benson
						"
http://www.draftexpress.com/RSCI/2003/,115,"						Dane Bradshaw
						"
http://www.draftexpress.com/RSCI/2003/,116,"						Brandon Bell
						"
http://www.draftexpress.com/RSCI/2003/,116,"						Colin Falls
						"
http://www.draftexpress.com/RSCI/2003/,118,"						Quinton Day
						"
http://www.draftexpress.com/RSCI/2003/,118,"						Lamont Hamilton
						"
http://www.draftexpress.com/RSCI/2003/,120,"						Jimmy Tobias
						"
http://www.draftexpress.com/RSCI/2003/,121,"						Walt Waters
						"
http://www.draftexpress.com/RSCI/2003/,122,"						Bobby Nash
						"
http://www.draftexpress.com/RSCI/2003/,122,"						LaKeith Blanks
						"
http://www.draftexpress.com/RSCI/2003/,124,"						Tron Smith
						"
http://www.draftexpress.com/RSCI/2003/,124,"						Bobby Perry
						"
http://www.draftexpress.com/RSCI/2003/,126,"						Joakim Noah
						"
http://www.draftexpress.com/RSCI/2003/,126,"						J.R. Pinnock
						"
http://www.draftexpress.com/RSCI/2003/,128,"						Alex Weekes
						"
http://www.draftexpress.com/RSCI/2003/,128,"						Andrew Francis
						"
http://www.draftexpress.com/RSCI/2003/,128,"						Ije Nwankwo
						"
http://www.draftexpress.com/RSCI/2003/,131,"						Jesus Verdejo
						"
http://www.draftexpress.com/RSCI/2003/,131,"						Justin Cage
						"
http://www.draftexpress.com/RSCI/2003/,133,"						Mike Henderson
						"
http://www.draftexpress.com/RSCI/2003/,134,"						Devon Pearson
						"
http://www.draftexpress.com/RSCI/2003/,134,"						Dominic McGuire
						"
http://www.draftexpress.com/RSCI/2003/,134,"						Dan Coleman
						"
http://www.draftexpress.com/RSCI/2003/,137,"						Nick Fazekas
						"
http://www.draftexpress.com/RSCI/2003/,137,"						Curtis Stinson
						"
http://www.draftexpress.com/RSCI/2003/,139,"						Sean Marshall
						"
http://www.draftexpress.com/RSCI/2003/,140,"						Sheray Thomas
						"
http://www.draftexpress.com/RSCI/2003/,140,"						Konimba Diarra
						"
http://www.draftexpress.com/RSCI/2003/,142,"						Maureece Rice
						"
http://www.draftexpress.com/RSCI/2003/,142,"						Julius Lamptey
						"
http://www.draftexpress.com/RSCI/2003/,144,"						Ramel Bradley
						"
http://www.draftexpress.com/RSCI/2003/,144,"						Marcus Slaughter
						"
http://www.draftexpress.com/RSCI/2003/,144,"						D.J. Strawberry
						"
http://www.draftexpress.com/RSCI/2003/,147,"						Milton Collins
						"
http://www.draftexpress.com/RSCI/2003/,148,"						Ousmane Konate
						"
http://www.draftexpress.com/RSCI/2003/,149,"						Nick Brooks
						"
http://www.draftexpress.com/RSCI/2003/,150,"						Marcus Dove
						"
http://www.draftexpress.com/RSCI/2003/,151,"						Harrison Schaen
						"
http://www.draftexpress.com/RSCI/2003/,152,"						Lorenzo Thompson
						"
http://www.draftexpress.com/RSCI/2003/,152,"						Jai Miller
						"
http://www.draftexpress.com/RSCI/2003/,152,"						Jamar Nutter
						"
http://www.draftexpress.com/RSCI/2003/,152,"						Marquis Webb
						"
http://www.draftexpress.com/RSCI/2003/,152,"						Lawrence Carrier
						"
http://www.draftexpress.com/RSCI/2003/,157,"						Lanny Smith
						"
http://www.draftexpress.com/RSCI/2003/,158,"						Sam Manhanga
						"
http://www.draftexpress.com/RSCI/2003/,159,"						Stefan Zimmerman
						"
http://www.draftexpress.com/RSCI/2003/,160,"						Blake Adams
						"
http://www.draftexpress.com/RSCI/2003/,161,"						Vernon Hamilton
						"
http://www.draftexpress.com/RSCI/2003/,161,"						Matt Webster
						"
http://www.draftexpress.com/RSCI/2003/,163,"						Wayne Marshall
						"
http://www.draftexpress.com/RSCI/2003/,163,"						Donte Minter
						"
http://www.draftexpress.com/RSCI/2003/,165,"						Jarrius Jackson
						"
http://www.draftexpress.com/RSCI/2003/,165,"						Emanuel Willis
						"
http://www.draftexpress.com/RSCI/2003/,165,"						Ricky Lucas
						"
http://www.draftexpress.com/RSCI/2003/,165,"						Aaron Gray
						"
http://www.draftexpress.com/RSCI/2003/,169,"						Stephen Verwers
						"
http://www.draftexpress.com/RSCI/2003/,170,"						Lance Harris
						"
http://www.draftexpress.com/RSCI/2003/,170,"						Tre Kelley
						"
http://www.draftexpress.com/RSCI/2003/,172,"						Marcus Hall
						"
http://www.draftexpress.com/RSCI/2003/,172,"						Derek Raivio
						"
http://www.draftexpress.com/RSCI/2003/,172,"						Dante Milligan
						"
http://www.draftexpress.com/RSCI/2003/,175,"						Arnaud Dahi
						"
http://www.draftexpress.com/RSCI/2003/,175,"						Jimmie Miles
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Phillip Thomasson
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Kelvin Davis
						"
http://www.draftexpress.com/RSCI/2003/,177,"						D'Wan Youmans
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Wendell White
						"
http://www.draftexpress.com/RSCI/2003/,177,"						T.J. Bannister
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Grant Billmeier
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Jason Cain
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Vincent Hunter
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Majak Kou
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Vova Severovas
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Anthony Tolliver
						"
http://www.draftexpress.com/RSCI/2003/,177,"						Sam Kaplan
						"
http://www.draftexpress.com/RSCI/2008/,78,"						Nate Miles
						"
http://www.draftexpress.com/RSCI/2008/,79,"						Allan Chaney
						"
http://www.draftexpress.com/RSCI/2008/,80,"						Phillip McDonald
						"
http://www.draftexpress.com/RSCI/2008/,81,"						Erving Walker
						"
http://www.draftexpress.com/RSCI/2008/,82,"						Miles Plumlee
						"
http://www.draftexpress.com/RSCI/2008/,83,"						David Loubeau
						"
http://www.draftexpress.com/RSCI/2008/,84,"						Anthony Booker
						"
http://www.draftexpress.com/RSCI/2008/,85,"						Latavious Williams
						"
http://www.draftexpress.com/RSCI/2008/,86,"						Nasir Robinson
						"
http://www.draftexpress.com/RSCI/2008/,87,"						Rotnei Clarke
						"
http://www.draftexpress.com/RSCI/2008/,88,"						Korie Lucious
						"
http://www.draftexpress.com/RSCI/2008/,89,"						Nick Williams
						"
http://www.draftexpress.com/RSCI/2008/,90,"						Matt Gatens
						"
http://www.draftexpress.com/RSCI/2008/,91,"						Quintrell Thomas
						"
http://www.draftexpress.com/RSCI/2008/,92,"						Dash Harris
						"
http://www.draftexpress.com/RSCI/2008/,93,"						Cashmere Wright
						"
http://www.draftexpress.com/RSCI/2008/,94,"						Greg Echenique
						"
http://www.draftexpress.com/RSCI/2008/,95,"						Jeff Taylor
						"
http://www.draftexpress.com/RSCI/2008/,95,"						Draymond Green
						"
http://www.draftexpress.com/RSCI/2008/,95,"						Paul Williams
						"
http://www.draftexpress.com/RSCI/2008/,98,"						Devoe Joseph
						"
http://www.draftexpress.com/RSCI/2008/,99,"						Roscoe Davis
						"
http://www.draftexpress.com/RSCI/2008/,100,"						Delwan Graham
						"
http://www.draftexpress.com/RSCI/2008/,100,"						Anthony Crater
						"
http://www.draftexpress.com/RSCI/2008/,100,"						Jared Berggren
						"
http://www.draftexpress.com/RSCI/2008/,103,"						Dee Bost
						"
http://www.draftexpress.com/RSCI/2008/,104,"						Isaiah Thomas
						"
http://www.draftexpress.com/RSCI/2008/,105,"						Bud Mackey
						"
http://www.draftexpress.com/RSCI/2008/,106,"						Lance Goulbourne
						"
http://www.draftexpress.com/RSCI/2008/,107,"						Michael Harthun
						"
http://www.draftexpress.com/RSCI/2008/,108,"						Matt Humphrey
						"
http://www.draftexpress.com/RSCI/2008/,108,"						John Brandenburg
						"
http://www.draftexpress.com/RSCI/2008/,110,"						Mark McLaughlin
						"
http://www.draftexpress.com/RSCI/2008/,110,"						Deividas Dulkys
						"
http://www.draftexpress.com/RSCI/2008/,112,"						Tyreese Breshers
						"
http://www.draftexpress.com/RSCI/2008/,113,"						Andrew Steele
						"
http://www.draftexpress.com/RSCI/2008/,114,"						Brad Tinsley
						"
http://www.draftexpress.com/RSCI/2000/,131,"						Andre Scott
						"
http://www.draftexpress.com/RSCI/2000/,133,"						Brennan Martin
						"
http://www.draftexpress.com/RSCI/2000/,134,"						Tim Ellis
						"
http://www.draftexpress.com/RSCI/2000/,134,"						Andy Ikeakor
						"
